"시점","동별(1)","동별(2)",구분별(1),구분별(2),데이터
"2019 4/4","합계","용산구",세대 (세대),소계,110126
"2019 4/4","합계","용산구",계 (명),소계,245185
"2019 4/4","합계","용산구",계 (명),남자,119599
"2019 4/4","합계","용산구",계 (명),여자,125586
"2019 4/4","합계","용산구",한국인 (명),소계,228670
"2019 4/4","합계","용산구",한국인 (명),남자,110356
"2019 4/4","합계","용산구",한국인 (명),여자,118314
"2019 4/4","합계","용산구",등록외국인 (명),소계,16515
"2019 4/4","합계","용산구",등록외국인 (명),남자,9243
"2019 4/4","합계","용산구",등록외국인 (명),여자,7272
"2019 4/4","합계","용산구",세대당인구 (명),소계,2.08
"2019 4/4","합계","용산구",65세이상고령자 (명),소계,38791
"2019 4/4","합계","성동구",세대 (세대),소계,135838
"2019 4/4","합계","성동구",계 (명),소계,308979
"2019 4/4","합계","성동구",계 (명),남자,150861
"2019 4/4","합계","성동구",계 (명),여자,158118
"2019 4/4","합계","성동구",한국인 (명),소계,300889
"2019 4/4","합계","성동구",한국인 (명),남자,147273
"2019 4/4","합계","성동구",한국인 (명),여자,153616
"2019 4/4","합계","성동구",등록외국인 (명),소계,8090
"2019 4/4","합계","성동구",등록외국인 (명),남자,3588
"2019 4/4","합계","성동구",등록외국인 (명),여자,4502
"2019 4/4","합계","성동구",세대당인구 (명),소계,2.22
"2019 4/4","합계","성동구",65세이상고령자 (명),소계,43947
"2019 4/4","합계","광진구",세대 (세대),소계,164428
"2019 4/4","합계","광진구",계 (명),소계,366972
"2019 4/4","합계","광진구",계 (명),남자,176917
"2019 4/4","합계","광진구",계 (명),여자,190055
"2019 4/4","합계","광진구",한국인 (명),소계,351350
"2019 4/4","합계","광진구",한국인 (명),남자,170262
"2019 4/4","합계","광진구",한국인 (명),여자,181088
"2019 4/4","합계","광진구",등록외국인 (명),소계,15622
"2019 4/4","합계","광진구",등록외국인 (명),남자,6655
"2019 4/4","합계","광진구",등록외국인 (명),여자,8967
"2019 4/4","합계","광진구",세대당인구 (명),소계,2.14
"2019 4/4","합계","광진구",65세이상고령자 (명),소계,47902
"2019 4/4","합계","동대문구",세대 (세대),소계,164191
"2019 4/4","합계","동대문구",계 (명),소계,363023
"2019 4/4","합계","동대문구",계 (명),남자,178490
"2019 4/4","합계","동대문구",계 (명),여자,184533
"2019 4/4","합계","동대문구",한국인 (명),소계,346194
"2019 4/4","합계","동대문구",한국인 (명),남자,172113
"2019 4/4","합계","동대문구",한국인 (명),여자,174081
"2019 4/4","합계","동대문구",등록외국인 (명),소계,16829
"2019 4/4","합계","동대문구",등록외국인 (명),남자,6377
"2019 4/4","합계","동대문구",등록외국인 (명),여자,10452
"2019 4/4","합계","동대문구",세대당인구 (명),소계,2.11
"2019 4/4","합계","동대문구",65세이상고령자 (명),소계,59350
"2019 4/4","합계","중랑구",세대 (세대),소계,181579
"2019 4/4","합계","중랑구",계 (명),소계,402024
"2019 4/4","합계","중랑구",계 (명),남자,199006
"2019 4/4","합계","중랑구",계 (명),여자,203018
"2019 4/4","합계","중랑구",한국인 (명),소계,397015
"2019 4/4","합계","중랑구",한국인 (명),남자,196959
"2019 4/4","합계","중랑구",한국인 (명),여자,200056
"2019 4/4","합계","중랑구",등록외국인 (명),소계,5009
"2019 4/4","합계","중랑구",등록외국인 (명),남자,2047
"2019 4/4","합계","중랑구",등록외국인 (명),여자,2962
"2019 4/4","합계","중랑구",세대당인구 (명),소계,2.19
"2019 4/4","합계","중랑구",65세이상고령자 (명),소계,65164
"2019 4/4","합계","성북구",세대 (세대),소계,192592
"2019 4/4","합계","성북구",계 (명),소계,454744
"2019 4/4","합계","성북구",계 (명),남자,219099
"2019 4/4","합계","성북구",계 (명),여자,235645
"2019 4/4","합계","성북구",한국인 (명),소계,442650
"2019 4/4","합계","성북구",한국인 (명),남자,214437
"2019 4/4","합계","성북구",한국인 (명),여자,228213
"2019 4/4","합계","성북구",등록외국인 (명),소계,12094
"2019 4/4","합계","성북구",등록외국인 (명),남자,4662
"2019 4/4","합계","성북구",등록외국인 (명),여자,7432
"2019 4/4","합계","성북구",세대당인구 (명),소계,2.30
"2019 4/4","합계","성북구",65세이상고령자 (명),소계,70850
"2019 4/4","합계","강북구",세대 (세대),소계,144277
"2019 4/4","합계","강북구",계 (명),소계,317695
"2019 4/4","합계","강북구",계 (명),남자,154638
"2019 4/4","합계","강북구",계 (명),여자,163057
"2019 4/4","합계","강북구",한국인 (명),소계,313954
"2019 4/4","합계","강북구",한국인 (명),남자,153235
"2019 4/4","합계","강북구",한국인 (명),여자,160719
"2019 4/4","합계","강북구",등록외국인 (명),소계,3741
"2019 4/4","합계","강북구",등록외국인 (명),남자,1403
"2019 4/4","합계","강북구",등록외국인 (명),여자,2338
"2019 4/4","합계","강북구",세대당인구 (명),소계,2.18
"2019 4/4","합계","강북구",65세이상고령자 (명),소계,60577
"2019 4/4","합계","도봉구",세대 (세대),소계,138508
"2019 4/4","합계","도봉구",계 (명),소계,335631
"2019 4/4","합계","도봉구",계 (명),남자,163961
"2019 4/4","합계","도봉구",계 (명),여자,171670
"2019 4/4","합계","도봉구",한국인 (명),소계,333362
"2019 4/4","합계","도봉구",한국인 (명),남자,163051
"2019 4/4","합계","도봉구",한국인 (명),여자,170311
"2019 4/4","합계","도봉구",등록외국인 (명),소계,2269
"2019 4/4","합계","도봉구",등록외국인 (명),남자,910
"2019 4/4","합계","도봉구",등록외국인 (명),여자,1359
"2019 4/4","합계","도봉구",세대당인구 (명),소계,2.41
"2019 4/4","합계","도봉구",65세이상고령자 (명),소계,58714
"2019 4/4","합계","노원구",세대 (세대),소계,216966
"2019 4/4","합계","노원구",계 (명),소계,537303
"2019 4/4","합계","노원구",계 (명),남자,259810
"2019 4/4","합계","노원구",계 (명),여자,277493
"2019 4/4","합계","노원구",한국인 (명),소계,532905
"2019 4/4","합계","노원구",한국인 (명),남자,257923
"2019 4/4","합계","노원구",한국인 (명),여자,274982
"2019 4/4","합계","노원구",등록외국인 (명),소계,4398
"2019 4/4","합계","노원구",등록외국인 (명),남자,1887
"2019 4/4","합계","노원구",등록외국인 (명),여자,2511
"2019 4/4","합계","노원구",세대당인구 (명),소계,2.46
"2019 4/4","합계","노원구",65세이상고령자 (명),소계,80923
"2019 4/4","합계","은평구",세대 (세대),소계,207681
"2019 4/4","합계","은평구",계 (명),소계,484546
"2019 4/4","합계","은평구",계 (명),남자,233360
"2019 4/4","합계","은평구",계 (명),여자,251186
"2019 4/4","합계","은평구",한국인 (명),소계,480032
"2019 4/4","합계","은평구",한국인 (명),남자,231528
"2019 4/4","합계","은평구",한국인 (명),여자,248504
"2019 4/4","합계","은평구",등록외국인 (명),소계,4514
"2019 4/4","합계","은평구",등록외국인 (명),남자,1832
"2019 4/4","합계","은평구",등록외국인 (명),여자,2682
"2019 4/4","합계","은평구",세대당인구 (명),소계,2.31
"2019 4/4","합계","은평구",65세이상고령자 (명),소계,80738
"2019 4/4","합계","서대문구",세대 (세대),소계,140157
"2019 4/4","합계","서대문구",계 (명),소계,323171
"2019 4/4","합계","서대문구",계 (명),남자,153215
"2019 4/4","합계","서대문구",계 (명),여자,169956
"2019 4/4","합계","서대문구",한국인 (명),소계,309397
"2019 4/4","합계","서대문구",한국인 (명),남자,148663
"2019 4/4","합계","서대문구",한국인 (명),여자,160734
"2019 4/4","합계","서대문구",등록외국인 (명),소계,13774
"2019 4/4","합계","서대문구",등록외국인 (명),남자,4552
"2019 4/4","합계","서대문구",등록외국인 (명),여자,9222
"2019 4/4","합계","서대문구",세대당인구 (명),소계,2.21
"2019 4/4","합계","서대문구",65세이상고령자 (명),소계,52074
"2019 4/4","합계","마포구",세대 (세대),소계,175023
"2019 4/4","합계","마포구",계 (명),소계,385925
"2019 4/4","합계","마포구",계 (명),남자,181303
"2019 4/4","합계","마포구",계 (명),여자,204622
"2019 4/4","합계","마포구",한국인 (명),소계,374035
"2019 4/4","합계","마포구",한국인 (명),남자,176891
"2019 4/4","합계","마포구",한국인 (명),여자,197144
"2019 4/4","합계","마포구",등록외국인 (명),소계,11890
"2019 4/4","합계","마포구",등록외국인 (명),남자,4412
"2019 4/4","합계","마포구",등록외국인 (명),여자,7478
"2019 4/4","합계","마포구",세대당인구 (명),소계,2.14
"2019 4/4","합계","마포구",65세이상고령자 (명),소계,52429
"2019 4/4","합계","양천구",세대 (세대),소계,177256
"2019 4/4","합계","양천구",계 (명),소계,462285
"2019 4/4","합계","양천구",계 (명),남자,227019
"2019 4/4","합계","양천구",계 (명),여자,235266
"2019 4/4","합계","양천구",한국인 (명),소계,458165
"2019 4/4","합계","양천구",한국인 (명),남자,225186
"2019 4/4","합계","양천구",한국인 (명),여자,232979
"2019 4/4","합계","양천구",등록외국인 (명),소계,4120
"2019 4/4","합계","양천구",등록외국인 (명),남자,1833
"2019 4/4","합계","양천구",등록외국인 (명),여자,2287
"2019 4/4","합계","양천구",세대당인구 (명),소계,2.58
"2019 4/4","합계","양천구",65세이상고령자 (명),소계,61264
"2019 4/4","합계","강서구",세대 (세대),소계,262708
"2019 4/4","합계","강서구",계 (명),소계,598273
"2019 4/4","합계","강서구",계 (명),남자,289691
"2019 4/4","합계","강서구",계 (명),여자,308582
"2019 4/4","합계","강서구",한국인 (명),소계,591796
"2019 4/4","합계","강서구",한국인 (명),남자,286563
"2019 4/4","합계","강서구",한국인 (명),여자,305233
"2019 4/4","합계","강서구",등록외국인 (명),소계,6477
"2019 4/4","합계","강서구",등록외국인 (명),남자,3128
"2019 4/4","합계","강서구",등록외국인 (명),여자,3349
"2019 4/4","합계","강서구",세대당인구 (명),소계,2.25
"2019 4/4","합계","강서구",65세이상고령자 (명),소계,84077
"2019 4/4","합계","구로구",세대 (세대),소계,176568
"2019 4/4","합계","구로구",계 (명),소계,439371
"2019 4/4","합계","구로구",계 (명),남자,219602
"2019 4/4","합계","구로구",계 (명),여자,219769
"2019 4/4","합계","구로구",한국인 (명),소계,406664
"2019 4/4","합계","구로구",한국인 (명),남자,200987
"2019 4/4","합계","구로구",한국인 (명),여자,205677
"2019 4/4","합계","구로구",등록외국인 (명),소계,32707
"2019 4/4","합계","구로구",등록외국인 (명),남자,18615
"2019 4/4","합계","구로구",등록외국인 (명),여자,14092
"2019 4/4","합계","구로구",세대당인구 (명),소계,2.30
"2019 4/4","합계","구로구",65세이상고령자 (명),소계,65779
"2019 4/4","합계","금천구",세대 (세대),소계,110622
"2019 4/4","합계","금천구",계 (명),소계,251820
"2019 4/4","합계","금천구",계 (명),남자,128954
"2019 4/4","합계","금천구",계 (명),여자,122866
"2019 4/4","합계","금천구",한국인 (명),소계,232810
"2019 4/4","합계","금천구",한국인 (명),남자,118209
"2019 4/4","합계","금천구",한국인 (명),여자,114601
"2019 4/4","합계","금천구",등록외국인 (명),소계,19010
"2019 4/4","합계","금천구",등록외국인 (명),남자,10745
"2019 4/4","합계","금천구",등록외국인 (명),여자,8265
"2019 4/4","합계","금천구",세대당인구 (명),소계,2.10
"2019 4/4","합계","금천구",65세이상고령자 (명),소계,37660
"2019 4/4","합계","영등포구",세대 (세대),소계,174806
"2019 4/4","합계","영등포구",계 (명),소계,400986
"2019 4/4","합계","영등포구",계 (명),남자,200986
"2019 4/4","합계","영등포구",계 (명),여자,200000
"2019 4/4","합계","영등포구",한국인 (명),소계,367678
"2019 4/4","합계","영등포구",한국인 (명),남자,182438
"2019 4/4","합계","영등포구",한국인 (명),여자,185240
"2019 4/4","합계","영등포구",등록외국인 (명),소계,33308
"2019 4/4","합계","영등포구",등록외국인 (명),남자,18548
"2019 4/4","합계","영등포구",등록외국인 (명),여자,14760
"2019 4/4","합계","영등포구",세대당인구 (명),소계,2.10
"2019 4/4","합계","영등포구",65세이상고령자 (명),소계,57872
"2019 4/4","합계","동작구",세대 (세대),소계,180753
"2019 4/4","합계","동작구",계 (명),소계,408912
"2019 4/4","합계","동작구",계 (명),남자,197706
"2019 4/4","합계","동작구",계 (명),여자,211206
"2019 4/4","합계","동작구",한국인 (명),소계,395963
"2019 4/4","합계","동작구",한국인 (명),남자,191976
"2019 4/4","합계","동작구",한국인 (명),여자,203987
"2019 4/4","합계","동작구",등록외국인 (명),소계,12949
"2019 4/4","합계","동작구",등록외국인 (명),남자,5730
"2019 4/4","합계","동작구",등록외국인 (명),여자,7219
"2019 4/4","합계","동작구",세대당인구 (명),소계,2.19
"2019 4/4","합계","동작구",65세이상고령자 (명),소계,62226
"2019 4/4","합계","관악구",세대 (세대),소계,268559
"2019 4/4","합계","관악구",계 (명),소계,517334
"2019 4/4","합계","관악구",계 (명),남자,259194
"2019 4/4","합계","관악구",계 (명),여자,258140
"2019 4/4","합계","관악구",한국인 (명),소계,500094
"2019 4/4","합계","관악구",한국인 (명),남자,251009
"2019 4/4","합계","관악구",한국인 (명),여자,249085
"2019 4/4","합계","관악구",등록외국인 (명),소계,17240
"2019 4/4","합계","관악구",등록외국인 (명),남자,8185
"2019 4/4","합계","관악구",등록외국인 (명),여자,9055
"2019 4/4","합계","관악구",세대당인구 (명),소계,1.86
"2019 4/4","합계","관악구",65세이상고령자 (명),소계,75194
"2019 4/4","합계","서초구",세대 (세대),소계,173199
"2019 4/4","합계","서초구",계 (명),소계,435107
"2019 4/4","합계","서초구",계 (명),남자,208181
"2019 4/4","합계","서초구",계 (명),여자,226926
"2019 4/4","합계","서초구",한국인 (명),소계,430826
"2019 4/4","합계","서초구",한국인 (명),남자,206039
"2019 4/4","합계","서초구",한국인 (명),여자,224787
"2019 4/4","합계","서초구",등록외국인 (명),소계,4281
"2019 4/4","합계","서초구",등록외국인 (명),남자,2142
"2019 4/4","합계","서초구",등록외국인 (명),여자,2139
"2019 4/4","합계","서초구",세대당인구 (명),소계,2.49
"2019 4/4","합계","서초구",65세이상고령자 (명),소계,57136
"2019 4/4","합계","강남구",세대 (세대),소계,232981
"2019 4/4","합계","강남구",계 (명),소계,550209
"2019 4/4","합계","강남구",계 (명),남자,263345
"2019 4/4","합계","강남구",계 (명),여자,286864
"2019 4/4","합계","강남구",한국인 (명),소계,545169
"2019 4/4","합계","강남구",한국인 (명),남자,260806
"2019 4/4","합계","강남구",한국인 (명),여자,284363
"2019 4/4","합계","강남구",등록외국인 (명),소계,5040
"2019 4/4","합계","강남구",등록외국인 (명),남자,2539
"2019 4/4","합계","강남구",등록외국인 (명),여자,2501
"2019 4/4","합계","강남구",세대당인구 (명),소계,2.34
"2019 4/4","합계","강남구",65세이상고령자 (명),소계,71025
"2019 4/4","합계","송파구",세대 (세대),소계,278711
"2019 4/4","합계","송파구",계 (명),소계,682741
"2019 4/4","합계","송파구",계 (명),남자,330412
"2019 4/4","합계","송파구",계 (명),여자,352329
"2019 4/4","합계","송파구",한국인 (명),소계,675961
"2019 4/4","합계","송파구",한국인 (명),남자,327164
"2019 4/4","합계","송파구",한국인 (명),여자,348797
"2019 4/4","합계","송파구",등록외국인 (명),소계,6780
"2019 4/4","합계","송파구",등록외국인 (명),남자,3248
"2019 4/4","합계","송파구",등록외국인 (명),여자,3532
"2019 4/4","합계","송파구",세대당인구 (명),소계,2.43
"2019 4/4","합계","송파구",65세이상고령자 (명),소계,87334
"2019 4/4","합계","강동구",세대 (세대),소계,183390
"2019 4/4","합계","강동구",계 (명),소계,440390
"2019 4/4","합계","강동구",계 (명),남자,217338
"2019 4/4","합계","강동구",계 (명),여자,223052
"2019 4/4","합계","강동구",한국인 (명),소계,436067
"2019 4/4","합계","강동구",한국인 (명),남자,215335
"2019 4/4","합계","강동구",한국인 (명),여자,220732
"2019 4/4","합계","강동구",등록외국인 (명),소계,4323
"2019 4/4","합계","강동구",등록외국인 (명),남자,2003
"2019 4/4","합계","강동구",등록외국인 (명),여자,2320
"2019 4/4","합계","강동구",세대당인구 (명),소계,2.38
"2019 4/4","합계","강동구",65세이상고령자 (명),소계,63452
